0.01,0.029059453797999745,1.1863980791648365e-06
0.02,0.029059694276135667,1.3191138635929171e-06
0.03,0.029061449128307458,2.924795846260982e-06
0.04,0.02906451480390948,4.049644012717069e-06
0.05,0.02906950210468028,5.765168604968396e-06
0.06,0.029074486065445576,5.093557272791983e-06
0.07,0.029070124977020755,8.026046941944297e-06
0.08,0.029080872551024827,9.925922040422675e-06
0.09,0.02908284205378233,1.3790844687125325e-05
0.1,0.02909188251823521,2.22133878429167e-05
0.11,0.02909610452746545,1.5080946251858126e-05
0.12,0.029103737917829543,2.4758011355731347e-05
0.13,0.02912152689977532,4.7879807532316095e-05
0.14,0.029114813171780156,3.1983387312916055e-05
0.15,0.02912805320927341,2.900449098319493e-05
0.1,1.3493210471692775e+34,3.9397195444136006e+34
0.1,5.227334567229976e+36,1.0425492884539099e+37
