0,0.009090210614118677,0.09216004658648327,0.025,0.01875
1,0.00518279994891022,0.07472168786059469,0.0,0.01875
2,0.0026050390704963314,0.051054598374690396,0.0,0.01875
3,0.0005559720008918514,0.02553378274318177,0.0,0.05
4,9.518239335839621e-05,0.009896916902479165,0.075,0.10625
5,1.3586499416787874e-05,0.0037947743091450974,0.225,0.2
6,4.9273823695354344e-06,0.0021468095237016107,0.45,0.3625
7,3.901340436956912e-06,0.0020534791950981394,0.525,0.475
8,3.6750494040943523e-06,0.0019348443560777344,0.55,0.58125
9,3.722506865279378e-06,0.0019005275977792627,0.625,0.54375
10,3.613337899327078e-06,0.0018964537742622075,0.675,0.6625
11,3.672180042229248e-06,0.001883070540142607,0.625,0.58125
12,3.632183945368718e-06,0.0018964626056210724,0.525,0.5375
13,3.893603719759722e-06,0.0018938478528854514,0.625,0.525
14,3.6569239311240287e-06,0.0019291735281043295,0.6,0.6625
15,3.784942733151589e-06,0.0019899622059379994,0.5,0.6125
16,3.6138331030435307e-06,0.0018897672030779601,0.675,0.6625
17,3.6442265951552245e-06,0.0019150692455742492,0.575,0.575
18,3.665876495664423e-06,0.0019304674281638466,0.575,0.6
19,3.7475822271293618e-06,0.0018747430899397814,0.65,0.525
20,3.6861057807692583e-06,0.001891117661612664,0.625,0.6
21,3.6941386832822417e-06,0.0018731312470730637,0.625,0.55
22,3.636655885879794e-06,0.0019037567356075442,0.7,0.63125
23,4.003694503251763e-06,0.0020165340927435892,0.425,0.49375
24,3.7357967787497557e-06,0.0019273403881253136,0.675,0.6125
25,3.7422492434423222e-06,0.0018907501555039485,0.65,0.55625
26,3.6556593797145677e-06,0.0019076430800601695,0.575,0.56875
27,3.636750351936118e-06,0.001883595711479496,0.625,0.60625
28,3.764491320322969e-06,0.0018818733794524855,0.6,0.5625
29,3.7541234477211183e-06,0.0019234973033346097,0.65,0.65625
30,3.748321778774114e-06,0.0019362752262458188,0.675,0.575
31,3.6877911812985806e-06,0.0018831838621044912,0.625,0.58125
32,3.757863987637655e-06,0.001964650007760582,0.575,0.575
33,3.8872938291076515e-06,0.001882668022383398,0.65,0.525
34,3.61451396009632e-06,0.0018961721993236652,0.6,0.6125
35,3.839477695297339e-06,0.001879156140069495,0.675,0.525
36,3.6473768528226006e-06,0.0018924421619453396,0.675,0.65625
37,3.6765918308029524e-06,0.0019313040224845804,0.625,0.59375
38,3.685196251752703e-06,0.0019186702661872007,0.675,0.6
39,3.674381027497564e-06,0.0019157418497931689,0.675,0.6
40,3.6659500033275694e-06,0.001917333498937039,0.75,0.76875
41,3.7174751385062583e-06,0.0018914735821627916,0.65,0.5625
42,3.651085798196068e-06,0.0019221420928900003,0.6,0.6125
43,3.707247379244872e-06,0.0018811320326111121,0.65,0.575
44,3.6849291727329482e-06,0.0019339192807643123,0.625,0.6
45,3.615523995037464e-06,0.001892946859724911,0.675,0.68125
46,3.7050576437618944e-06,0.0018886851005612785,0.625,0.59375
47,3.6466682241066504e-06,0.001880277818643314,0.625,0.60625
48,3.6662073845112562e-06,0.0019114894119088212,0.55,0.5875
49,3.7545551321050527e-06,0.0019483315187515484,0.55,0.56875
50,3.689636666021206e-06,0.0019248301826150988,0.625,0.58125
51,3.6451891212416963e-06,0.0018837021564134145,0.575,0.4875
52,3.648016142796784e-06,0.00188882365234875,0.7,0.64375
53,3.6370913068274266e-06,0.0019116513108548517,0.6,0.575
54,3.8941115826837856e-06,0.0019796980430189857,0.55,0.5625
55,3.643664428651414e-06,0.0019145990836965739,0.65,0.69375
56,3.6401802126486346e-06,0.0018940762031122108,0.65,0.6875
57,3.816306332628372e-06,0.001959917387554675,0.55,0.50625
58,3.6660640403219135e-06,0.0019115682817680802,0.675,0.5625
59,3.6161004846136907e-06,0.0018913708135471037,0.675,0.59375
60,3.6112378425023686e-06,0.0018964743537157884,0.625,0.625
61,3.742446729999722e-06,0.0019277079824692263,0.625,0.625
62,3.642406085912534e-06,0.0019115314193550005,0.675,0.68125
63,3.704534925785523e-06,0.0019492024740992199,0.55,0.625
64,3.7060663471622042e-06,0.0019343870142405626,0.5,0.50625
65,3.6605749964814324e-06,0.0019180320480610307,0.475,0.55
66,3.802972547001321e-06,0.00196520594862208,0.525,0.5625
67,3.692266524612179e-06,0.0018812580893344635,0.625,0.575
68,3.6963570657047173e-06,0.0018964909504223765,0.65,0.55625
69,3.7254028586929534e-06,0.001953125094885504,0.525,0.65625
70,3.806393096145327e-06,0.0019481560117592565,0.625,0.5875
71,3.6654370548299716e-06,0.0019012442927490018,0.7,0.61875
72,3.6382401027238127e-06,0.0019157157410248078,0.6,0.675
73,3.6095027035878223e-06,0.0018914907076455435,0.675,0.59375
74,3.701441794662102e-06,0.0019098827177467202,0.675,0.56875
75,3.6801743791007925e-06,0.001911619388634683,0.55,0.6
76,3.6933381315169156e-06,0.001910224015182386,0.7,0.65
77,3.7594940725997284e-06,0.0019119301871359062,0.7,0.58125
78,3.837498689581816e-06,0.00188727521002045,0.575,0.55
79,3.7018636107923405e-06,0.0018764714594412225,0.65,0.575
80,3.74887668725859e-06,0.0019440622652387965,0.575,0.56875
81,3.853441292965804e-06,0.0019708769431962866,0.5,0.55
82,3.63476411039216e-06,0.0019151332286289524,0.575,0.66875
83,3.6295740255670636e-06,0.0018863465217504503,0.6,0.61875
84,3.6405505824737756e-06,0.0018968870443701186,0.625,0.5
85,3.6256118876571596e-06,0.0019073837557917477,0.7,0.6875
86,3.6135424557827924e-06,0.0018876340703486744,0.625,0.65625
87,3.7660621925488705e-06,0.0019700744696134445,0.55,0.56875
88,3.6485300588590814e-06,0.0018965796086711536,0.625,0.68125
89,3.7815169137650266e-06,0.0019774712917275425,0.55,0.575
90,3.692344894069858e-06,0.001920806547404362,0.625,0.64375
91,3.7505380224420716e-06,0.0018997532574750338,0.65,0.56875
92,3.6444022404029923e-06,0.0018936438920604348,0.7,0.6125
93,3.717492239434033e-06,0.001886098813073005,0.65,0.54375
94,3.6088631456546433e-06,0.0018884083442141661,0.625,0.65
95,3.6285094141427608e-06,0.0018925673433383523,0.7,0.6125
96,3.947895148022058e-06,0.0020490305400102096,0.475,0.55
97,3.7073014602769233e-06,0.0019127707288330617,0.65,0.55625
98,3.978964398903753e-06,0.0019102888943963799,0.575,0.53125
99,3.6344424805073755e-06,0.0018983157484319193,0.65,0.69375
